         66773765 function calls (66611606 primitive calls) in 565.856 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       88    0.000    0.000    0.001    0.000 copy.py:225(_deepcopy_method)
      268    0.000    0.000    0.000    0.000 {built-in method math.cos}
       16    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
       14    0.000    0.000    0.005    0.000 header.py:712(tofile)
       34    0.000    0.000    0.000    0.000 <frozen ntpath>:87(isabs)
   148/80    0.000    0.000    0.000    0.000 _base.py:928(get_xaxis_transform)
       80    0.000    0.000    0.001    0.000 offsetbox.py:633(get_bbox)
       79    0.000    0.000    0.000    0.000 compressed.py:459(_data_loaded)
      162    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
       44    0.000    0.000    0.000    0.000 transforms.py:2575(__init__)
       32    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
       56    0.000    0.000    0.003    0.000 patches.py:307(get_transform)
      160    0.000    0.000    0.000    0.000 transforms.py:2412(transform_non_affine)
      468    0.000    0.000    0.000    0.000 __init__.py:79(<genexpr>)
    42/28    0.000    0.000    0.152    0.005 decorators.py:858(__set__)
        8    0.000    0.000   12.890    1.611 _base.py:646(__exit__)
       35    0.000    0.000    0.001    0.000 fromnumeric.py:2477(any)
      238    0.000    0.000    0.000    0.000 transforms.py:2590(get_matrix)
        2    0.000    0.000    0.008    0.004 _backend_tk.py:166(__init__)
       56    0.000    0.000    0.000    0.000 column.py:738(__eq__)
       64    0.000    0.000    0.000    0.000 context.py:369(set_spawning_popen)
       54    0.000    0.000    0.000    0.000 transforms.py:1612(transform_path_non_affine)
      526    0.000    0.000    0.000    0.000 fromnumeric.py:206(_reshape_dispatcher)
      116    0.000    0.000    0.000    0.000 transforms.py:329(intervalx)
      546    0.000    0.000    0.000    0.000 figure.py:2854(_get_dpi)
      236    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        7    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.correlate}
       48    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        2    0.000    0.000    0.000    0.000 _linalg.py:496(inv)
      126    0.000    0.000    0.000    0.000 ticker.py:246(fix_minus)
       54    0.000    0.000    0.000    0.000 pathlib.py:1158(__init__)
       51    0.000    0.000    0.004    0.000 inspect.py:3067(from_callable)
       24    0.000    0.000    0.001    0.000 tempfile.py:384(mktemp)
       14    0.000    0.000    0.000    0.000 Image.py:3253(fromarray)
       35    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        7    0.000    0.000    0.001    0.000 card.py:1044(_format_long_image)
      135    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       51    0.000    0.000    0.004    0.000 inspect.py:3325(signature)
       60    0.000    0.000    0.001    0.000 column.py:1449(__new__)
     56/2    0.000    0.000    0.000    0.000 offsetbox.py:221(set_figure)
       30    0.000    0.000    0.004    0.000 table.py:850(__init__)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
       14    0.000    0.000    0.000    0.000 Image.py:766(tobytes)
        2    0.000    0.000    0.044    0.022 PngImagePlugin.py:1300(_save)
       88    0.000    0.000    0.004    0.000 path.py:279(__deepcopy__)
       24    0.000    0.000    0.001    0.000 connection.py:69(arbitrary_address)
       24    0.000    0.000    0.000    0.000 _base.py:2578(_process_unit_info)
       76    0.000    0.000    0.001    0.000 transforms.py:785(unit)
       14    0.000    0.000    0.001    0.000 fromnumeric.py:3735(mean)
       58    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
      128    0.000    0.000    0.000    0.000 lines.py:1262(set_markersize)
       64    0.000    0.000    0.000    0.000 process.py:153(is_alive)
        8    0.000    0.000    0.001    0.000 process.py:570(_check_system_limits)
       76    0.000    0.000    0.000    0.000 _base.py:569(_axis_map)
      128    0.000    0.000    0.000    0.000 lines.py:1247(set_markeredgewidth)
       36    0.000    0.000    0.000    0.000 <frozen ntpath>:257(splitext)
      536    0.000    0.000    0.000    0.000 text.py:1345(get_usetex)
      262    0.000    0.000    0.000    0.000 backend_agg.py:258(points_to_pixels)
      168    0.000    0.000    0.000    0.000 offsetbox.py:336(get_children)
       76    0.000    0.000    0.000    0.000 artist.py:1124(set_zorder)
      212    0.000    0.000    0.000    0.000 transforms.py:259(x1)
        7    0.000    0.000    0.001    0.000 _signaltools.py:1327(convolve)
       46    0.000    0.000    0.015    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
   129/21    0.000    0.000    0.039    0.002 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
      179    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       46    0.000    0.000    0.000    0.000 table.py:77(match_header)
      104    0.000    0.000    0.000    0.000 text.py:1330(set_usetex)
      128    0.000    0.000    0.000    0.000 lines.py:506(set_pickradius)
       23    0.000    0.000    0.000    0.000 _tiled_compression.py:257(_column_dtype)
      182    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        7    0.000    0.000    0.105    0.015 compressed.py:557(_prewriteto)
       54    0.000    0.000    0.000    0.000 PngImagePlugin.py:201(crc)
       32    0.000    0.000    0.000    0.000 process.py:61(_cleanup)
       16    0.000    0.000    0.000    0.000 arrayprint.py:446(_get_formatdict)
       14    0.000    0.000    0.005    0.000 patches.py:583(_draw_paths_with_artist_properties)
      6/1    0.000    0.000    0.027    0.027 pyplot.py:373(switch_backend)
        8    0.000    0.000    0.001    0.000 spines.py:35(__init__)
      310    0.000    0.000    0.000    0.000 {built-in method math.radians}
       96    0.000    0.000    0.000    0.000 spawn.py:92(<genexpr>)
       14    0.000    0.000    0.001    0.000 _methods.py:221(_std)
       30    0.000    0.000    0.002    0.000 utils.py:152(_data_shape)
       82    0.000    0.000    0.001    0.000 text.py:1108(set_fontsize)
      114    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       44    0.000    0.000    0.000    0.000 patches.py:792(_convert_units)
       42    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedWriter' objects}
      128    0.000    0.000    0.000    0.000 backend_bases.py:828(set_antialiased)
      138    0.000    0.000    0.000    0.000 font_manager.py:824(set_weight)
      428    0.000    0.000    0.000    0.000 artist.py:945(get_rasterized)
      216    0.000    0.000    0.000    0.000 _binary.py:94(i32be)
       63    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        5    0.000    0.000    0.000    0.000 _util.py:491(_asarray_validated)
      206    0.000    0.000    0.000    0.000 transforms.py:2120(transform)
        8    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
      102    0.000    0.000    0.000    0.000 column.py:329(canonical)
       30    0.000    0.000    0.000    0.000 axis.py:711(_get_axis_name)
      8/1    0.000    0.000    0.001    0.001 offsetbox.py:762(get_bbox)
        8    0.000    0.000   12.827    1.603 process.py:335(run)
       18    0.000    0.000    0.038    0.002 axis.py:1655(get_major_ticks)
      228    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       16    0.000    0.000    0.003    0.000 _base.py:2362(add_line)
       28    0.000    0.000    0.000    0.000 Image.py:2250(resize)
       26    0.000    0.000    0.002    0.000 __init__.py:1682(_configure)
       35    0.000    0.000    0.000    0.000 header.py:332(_modified)
       20    0.000    0.000    0.000    0.000 axis.py:1056(_translate_tick_params)
        8    0.000    0.000    0.154    0.019 exposure.py:279(_histogram)
        8    0.000    0.000    0.000    0.000 _arraysetops_impl.py:145(unique)
       24    0.000    0.000    0.000    0.000 {built-in method _winapi.SetNamedPipeHandleState}
      128    0.000    0.000    0.001    0.000 axis.py:1811(convert_units)
       96    0.000    0.000    0.000    0.000 reduction.py:71(duplicate)
       23    0.000    0.000    0.035    0.002 table.py:404(data)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:665(_classify_pyc)
       16    0.000    0.000    0.000    0.000 threading.py:1058(_stop)
       35    0.000    0.000    0.002    0.000 card.py:1219(_itersubcards)
     16/8    0.000    0.000   12.827    1.603 threading.py:1035(_bootstrap_inner)
       36    0.000    0.000    0.000    0.000 cbook.py:133(_weak_or_strong_ref)
      428    0.000    0.000    0.000    0.000 artist.py:972(get_agg_filter)
        4    0.000    0.000    0.001    0.000 axis.py:612(__init__)
       30    0.000    0.000    0.000    0.000 __init__.py:1550(nametowidget)
      130    0.000    0.000    0.001    0.000 column.py:324(recformat)
       53    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      110    0.000    0.000    0.000    0.000 transforms.py:353(height)
       30    0.000    0.000    0.004    0.000 _tiled_compression.py:69(_header_to_settings)
       51    0.000    0.000    0.001    0.000 column.py:319(from_recformat)
      8/0    0.000    0.000    0.000          axis.py:1339(_get_ticklabel_bboxes)
       30    0.000    0.000    0.116    0.004 file.py:473(close)
        8    0.000    0.000    0.001    0.000 queues.py:161(_start_thread)
        7    0.000    0.000    0.057    0.008 compressed.py:418(_get_bintable_without_data)
       23    0.000    0.000    0.098    0.004 compressed.py:518(_bintable_to_image_header)
       63    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        8    0.000    0.000    0.000    0.000 _base.py:223(<genexpr>)
        7    0.000    0.000    0.000    0.000 _signaltools.py:1185(choose_conv_method)
       16    0.000    0.000    0.001    0.000 _base.py:2390(_update_line_limits)
       65    0.000    0.000    0.000    0.000 fitsrec.py:652(names)
      128    0.000    0.000    0.000    0.000 lines.py:1227(set_markerfacecolor)
        8    0.000    0.000    0.158    0.020 thresholding.py:280(_validate_image_histogram)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1584(_get_spec)
       16    0.000    0.000    0.000    0.000 threading.py:834(_maintain_shutdown_locks)
        7    0.000    0.000    0.002    0.000 table.py:934(_writedata_internal)
        8    0.000    0.000    0.000    0.000 arrayprint.py:1282(__init__)
       37    0.000    0.000    0.000    0.000 image.py:215(shape)
       16    0.000    0.000    0.000    0.000 threading.py:1085(_delete)
        2    0.000    0.000    0.046    0.023 image.py:1508(imsave)
       23    0.000    0.000    0.008    0.000 image.py:1083(__init__)
       44    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
       46    0.000    0.000    0.000    0.000 column.py:2119(_get_index)
      268    0.000    0.000    0.000    0.000 {built-in method math.sin}
       10    0.000    0.000    0.000    0.000 __init__.py:416(by_key)
     16/8    0.000    0.000    0.001    0.000 threading.py:952(start)
      245    0.000    0.000    0.000    0.000 header.py:339(<genexpr>)
        5    0.000    0.000    0.000    0.000 {built-in method scipy.ndimage._nd_image.zoom_shift}
       46    0.000    0.000    0.108    0.002 file.py:488(_maybe_close_mmap)
        7    0.000    0.000    0.000    0.000 {built-in method astropy.io.fits.hdu.compressed._compression.quantize_double_c}
       16    0.000    0.000    0.000    0.000 context.py:65(Lock)
      132    0.000    0.000    0.000    0.000 PngImagePlugin.py:148(_crc32)
        7    0.000    0.000    0.001    0.000 _signaltools.py:112(correlate)
        8    0.000    0.000    0.007    0.001 exposure.py:47(_bincount_histogram_centers)
      184    0.000    0.000    0.000    0.000 backend_bases.py:883(set_foreground)
       24    0.000    0.000    0.000    0.000 _ni_support.py:110(_check_axes)
       15    0.000    0.000    0.000    0.000 header.py:468(fromfile)
       15    0.000    0.000    0.000    0.000 header.py:549(_from_blocks)
       42    0.000    0.000    0.000    0.000 Image.py:1265(copy)
       72    0.000    0.000    0.000    0.000 markers.py:266(__bool__)
       26    0.000    0.000    0.000    0.000 shape_base.py:139(atleast_3d)
       46    0.000    0.000    0.002    0.000 image.py:1145(match_header)
      152    0.000    0.000    0.000    0.000 axis.py:753(get_transform)
      186    0.000    0.000    0.000    0.000 _internal.py:506(_getfield_is_safe)
      400    0.000    0.000    0.000    0.000 text.py:915(get_text)
      402    0.000    0.000    0.000    0.000 fromnumeric.py:3185(_min_dispatcher)
       16    0.000    0.000    0.000    0.000 _base.py:311(_getdefaults)
      160    0.000    0.000    0.000    0.000 context.py:372(assert_spawning)
      128    0.000    0.000    0.000    0.000 backend_bases.py:945(get_hatch_path)
      112    0.000    0.000    0.000    0.000 popen_spawn_win32.py:118(poll)
       34    0.000    0.000    0.002    0.000 __init__.py:4121(__init__)
        2    0.000    0.000    0.007    0.004 process.py:1(<module>)
        2    0.000    0.000    0.000    0.000 gridspec.py:144(get_grid_positions)
       18    0.000    0.000    0.002    0.000 ticker.py:735(set_locs)
       48    0.000    0.000    0.000    0.000 connection.py:173(close)
       86    0.000    0.000    0.000    0.000 backend_bases.py:903(set_joinstyle)
       80    0.000    0.000    0.000    0.000 _filters.py:53(_invalid_origin)
       23    0.000    0.000    0.000    0.000 section.py:29(__init__)
      216    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
       51    0.000    0.000    0.000    0.000 util.py:427(_fileobj_normalize_mode)
      128    0.000    0.000    0.000    0.000 lines.py:1047(set_antialiased)
